Round,Choice,Reward,Last Choice,Last Reward,Majority Choice Prev,Cumulative Best Choices,Judgment,Pattern,Strategy
40,Purple,1.0,Purple,1.0,Purple,Purple,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
41,Purple,1.0,Purple,1.0,Purple,Purple,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
42,Purple,1.0,Purple,1.0,Purple,Purple,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
43,Purple,0.0,Purple,1.0,Purple,Purple,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
44,Purple,1.0,Purple,0.0,Purple,Purple,Majority-Biased,Lose-Stay,Majority-Biased+Lose-Stay
45,Purple,1.0,Purple,1.0,Purple,Purple,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
46,Purple,1.0,Purple,1.0,Purple,Purple,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
47,Purple,1.0,Purple,1.0,Purple,Purple,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
48,Purple,1.0,Purple,1.0,Purple,Purple,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
49,Purple,0.0,Purple,1.0,Purple,Purple,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
50,Purple,1.0,Purple,0.0,Purple,Purple,Majority-Biased,Lose-Stay,Majority-Biased+Lose-Stay
51,Purple,1.0,Purple,1.0,Purple,Purple,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
52,,,Purple,1.0,Purple,Purple,N/A,N/A,N/A+N/A
