Round,Choice,Reward,Last Choice,Last Reward,Majority Choice Prev,Cumulative Best Choices,Judgment,Pattern,Strategy
20,Sky Blue,1.0,Bright Green,1.0,Bright Green,Bright Green,Contrarian,Switch-After-Win,Contrarian+Switch-After-Win
21,Sky Blue,1.0,Sky Blue,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
22,Sky Blue,1.0,Sky Blue,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
23,Sky Blue,1.0,Sky Blue,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
24,Sky Blue,1.0,Sky Blue,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
25,Sky Blue,1.0,Sky Blue,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
26,Sky Blue,1.0,Sky Blue,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
27,Sky Blue,1.0,Sky Blue,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
28,Sky Blue,1.0,Sky Blue,1.0,Sky Blue,Bright Green,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
29,Sky Blue,1.0,Sky Blue,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
30,Sky Blue,1.0,Sky Blue,1.0,Amber,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
31,Sky Blue,0.0,Sky Blue,1.0,Amber,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
32,Bright Green,1.0,Sky Blue,0.0,Sky Blue,Bright Green,Social-Exploit,Lose-Shift,Social-Exploit+Lose-Shift
33,Slate,0.0,Bright Green,1.0,Bright Green,Bright Green,Contrarian,Switch-After-Win,Contrarian+Switch-After-Win
34,Bright Green,1.0,Slate,0.0,Amber,Bright Green,Social-Exploit,Lose-Shift,Social-Exploit+Lose-Shift
35,Bright Green,1.0,Bright Green,1.0,Bright Green,Bright Green,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
36,Bright Green,1.0,Bright Green,1.0,Bright Green,Bright Green,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
37,Bright Green,1.0,Bright Green,1.0,Bright Green,Bright Green,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
38,Amber,1.0,Bright Green,1.0,Bright Green,Bright Green,Contrarian,Switch-After-Win,Contrarian+Switch-After-Win
39,Amber,1.0,Amber,1.0,Amber,Bright Green,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
40,Amber,0.0,Amber,1.0,Amber,Bright Green,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
41,Sky Blue,1.0,Amber,0.0,Amber,Bright Green,Contrarian,Lose-Shift,Contrarian+Lose-Shift
42,Pink,1.0,Sky Blue,1.0,Bright Green,Bright Green,Contrarian,Switch-After-Win,Contrarian+Switch-After-Win
43,Bright Green,1.0,Pink,1.0,Bright Green,Bright Green,Majority-Biased,Switch-After-Win,Majority-Biased+Switch-After-Win
44,Black,1.0,Bright Green,1.0,Bright Green,Bright Green,Contrarian,Switch-After-Win,Contrarian+Switch-After-Win
45,Black,1.0,Black,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
46,Black,1.0,Black,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
47,Orange,1.0,Black,1.0,Bright Green,Bright Green,Contrarian,Switch-After-Win,Contrarian+Switch-After-Win
48,Indigo,1.0,Orange,1.0,Amber,Bright Green,Contrarian,Switch-After-Win,Contrarian+Switch-After-Win
49,Pink,1.0,Indigo,1.0,Bright Green,Bright Green,Contrarian,Switch-After-Win,Contrarian+Switch-After-Win
50,Pink,1.0,Pink,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
51,Crimson,1.0,Pink,1.0,Bright Green,Bright Green,Contrarian,Switch-After-Win,Contrarian+Switch-After-Win
52,,,Crimson,1.0,Bright Green,Bright Green,N/A,N/A,N/A+N/A
