Round,Choice,Reward,Last Choice,Last Reward,Majority Choice Prev,Cumulative Best Choices,Judgment,Pattern,Strategy
18,Bright Green,0.0,Bright Green,1.0,Bright Green,Bright Green,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
19,Bright Green,0.0,Bright Green,0.0,Bright Green,Bright Green,Majority-Biased,Lose-Stay,Majority-Biased+Lose-Stay
20,Amber,1.0,Bright Green,0.0,Bright Green,Bright Green,Contrarian,Lose-Shift,Contrarian+Lose-Shift
21,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
22,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
23,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
24,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
25,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
26,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
27,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
28,Amber,1.0,Amber,1.0,Sky Blue,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
29,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
30,Amber,1.0,Amber,1.0,Amber,Bright Green,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
31,Amber,1.0,Amber,1.0,Amber,Bright Green,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
32,Amber,1.0,Amber,1.0,Sky Blue,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
33,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
34,Amber,1.0,Amber,1.0,Amber,Bright Green,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
35,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
36,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
37,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
38,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
39,Amber,0.0,Amber,1.0,Amber,Bright Green,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
40,Amber,1.0,Amber,0.0,Amber,Bright Green,Majority-Biased,Lose-Stay,Majority-Biased+Lose-Stay
41,Amber,1.0,Amber,1.0,Amber,Bright Green,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
42,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
43,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
44,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
45,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
46,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
47,Amber,1.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
48,Amber,0.0,Amber,1.0,Amber,Bright Green,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
49,Sky Blue,0.0,Amber,0.0,Bright Green,Bright Green,Contrarian,Lose-Shift,Contrarian+Lose-Shift
50,Amber,1.0,Sky Blue,0.0,Bright Green,Bright Green,Contrarian,Lose-Shift,Contrarian+Lose-Shift
51,Amber,0.0,Amber,1.0,Bright Green,Bright Green,Contrarian,Win-Stay,Contrarian+Win-Stay
52,,,Amber,0.0,Bright Green,Bright Green,N/A,N/A,N/A+N/A
