Round,Judgment,Pattern,Strategy,Choice,Reward,Last Choice,Last Reward,Best highest success,Best highest ratio,Best lowest failures,Success Count,Failure Count,Success Ratio
28,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Amber,1.0,Sky Blue,1.0,Pink,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 4, ""Purple"": 1, ""Pink"": 5, ""Orange"": 1, ""Black"": 1, ""Crimson"": 2, ""Indigo"": 4, ""Bright Green"": 2, ""Slate"": 2, ""Amber"": 4}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
29,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Pink,1.0,Amber,1.0,"Amber, Pink","Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 4, ""Purple"": 1, ""Pink"": 5, ""Orange"": 1, ""Black"": 1, ""Crimson"": 2, ""Indigo"": 4, ""Bright Green"": 2, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
30,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Sky Blue,1.0,Pink,1.0,Pink,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 4, ""Purple"": 1, ""Pink"": 6, ""Orange"": 1, ""Black"": 1, ""Crimson"": 2, ""Indigo"": 4, ""Bright Green"": 2, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
31,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Black,1.0,Sky Blue,1.0,Pink,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 5, ""Purple"": 1, ""Pink"": 6, ""Orange"": 1, ""Black"": 1, ""Crimson"": 2, ""Indigo"": 4, ""Bright Green"": 2, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
32,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Sky Blue,1.0,Black,1.0,Pink,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 5, ""Purple"": 1, ""Pink"": 6, ""Orange"": 1, ""Black"": 2, ""Crimson"": 2, ""Indigo"": 4, ""Bright Green"": 2, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
33,Exploit,Win-Stay,Exploit+Win-Stay,Sky Blue,1.0,Sky Blue,1.0,"Pink, Sky Blue","Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 6, ""Purple"": 1, ""Pink"": 6, ""Orange"": 1, ""Black"": 2, ""Crimson"": 2, ""Indigo"": 4, ""Bright Green"": 2, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
34,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Black,1.0,Sky Blue,1.0,Sky Blue,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 7, ""Purple"": 1, ""Pink"": 6, ""Orange"": 1, ""Black"": 2, ""Crimson"": 2, ""Indigo"": 4, ""Bright Green"": 2, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
35,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Pink,1.0,Black,1.0,Sky Blue,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 7, ""Purple"": 1, ""Pink"": 6, ""Orange"": 1, ""Black"": 3, ""Crimson"": 2, ""Indigo"": 4, ""Bright Green"": 2, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
36,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Crimson,1.0,Pink,1.0,"Pink, Sky Blue","Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 7, ""Purple"": 1, ""Pink"": 7, ""Orange"": 1, ""Black"": 3, ""Crimson"": 2, ""Indigo"": 4, ""Bright Green"": 2, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
37,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Pink,1.0,Crimson,1.0,"Pink, Sky Blue","Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 7, ""Purple"": 1, ""Pink"": 7, ""Orange"": 1, ""Black"": 3, ""Crimson"": 3, ""Indigo"": 4, ""Bright Green"": 2, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
38,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Indigo,1.0,Pink,1.0,Pink,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 7, ""Purple"": 1, ""Pink"": 8, ""Orange"": 1, ""Black"": 3, ""Crimson"": 3, ""Indigo"": 4, ""Bright Green"": 2, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
39,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Orange,1.0,Indigo,1.0,Pink,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 7, ""Purple"": 1, ""Pink"": 8, ""Orange"": 1, ""Black"": 3, ""Crimson"": 3, ""Indigo"": 5, ""Bright Green"": 2, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
40,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Bright Green,1.0,Orange,1.0,Pink,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 7, ""Purple"": 1, ""Pink"": 8, ""Orange"": 2, ""Black"": 3, ""Crimson"": 3, ""Indigo"": 5, ""Bright Green"": 2, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
41,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Indigo,1.0,Bright Green,1.0,Pink,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 7, ""Purple"": 1, ""Pink"": 8, ""Orange"": 2, ""Black"": 3, ""Crimson"": 3, ""Indigo"": 5, ""Bright Green"": 3, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
42,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Amber,0.0,Indigo,1.0,Pink,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Amber, Orange",Purple,"{""Sky Blue"": 7, ""Purple"": 1, ""Pink"": 8, ""Orange"": 2, ""Black"": 3, ""Crimson"": 3, ""Indigo"": 6, ""Bright Green"": 3, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 1.0}"
43,Exploit,Lose-Shift,Exploit+Lose-Shift,Crimson,1.0,Amber,0.0,Pink,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Orange","Purple, Amber","{""Sky Blue"": 7, ""Purple"": 1, ""Pink"": 8, ""Orange"": 2, ""Black"": 3, ""Crimson"": 3, ""Indigo"": 6, ""Bright Green"": 3, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1, ""Amber"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 0.8333333333333334}"
44,Exploit,Win-Stay,Exploit+Win-Stay,Crimson,1.0,Crimson,1.0,Pink,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Orange","Purple, Amber","{""Sky Blue"": 7, ""Purple"": 1, ""Pink"": 8, ""Orange"": 2, ""Black"": 3, ""Crimson"": 4, ""Indigo"": 6, ""Bright Green"": 3, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1, ""Amber"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 0.8333333333333334}"
45,Exploit,Switch-After-Win,Exploit+Switch-After-Win,Black,1.0,Crimson,1.0,Pink,"Indigo, Pink, Sky Blue, Slate, Crimson, Bright Green, Black, Orange","Purple, Amber","{""Sky Blue"": 7, ""Purple"": 1, ""Pink"": 8, ""Orange"": 2, ""Black"": 3, ""Crimson"": 5, ""Indigo"": 6, ""Bright Green"": 3, ""Slate"": 2, ""Amber"": 5}","{""Purple"": 1, ""Amber"": 1}","{""Purple"": 0.5, ""Sky Blue"": 1.0, ""Pink"": 1.0, ""Orange"": 1.0, ""Black"": 1.0, ""Crimson"": 1.0, ""Indigo"": 1.0, ""Bright Green"": 1.0, ""Slate"": 1.0, ""Amber"": 0.8333333333333334}"
