Round,Choice,Reward,Last Choice,Last Reward,Majority Choice Prev,Cumulative Best Choices,Judgment,Pattern,Strategy
22,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
23,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
24,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
25,Purple,1.0,Slate,1.0,Slate,Slate,Contrarian,Switch-After-Win,Contrarian+Switch-After-Win
26,Slate,1.0,Purple,1.0,Slate,Slate,Majority-Biased,Switch-After-Win,Majority-Biased+Switch-After-Win
27,Slate,0.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
28,Slate,1.0,Slate,0.0,Slate,Slate,Majority-Biased,Lose-Stay,Majority-Biased+Lose-Stay
29,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
30,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
31,Slate,0.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
32,Slate,1.0,Slate,0.0,Slate,Slate,Majority-Biased,Lose-Stay,Majority-Biased+Lose-Stay
33,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
34,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
35,Slate,0.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
36,Slate,1.0,Slate,0.0,Slate,Slate,Majority-Biased,Lose-Stay,Majority-Biased+Lose-Stay
37,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
38,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
39,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
40,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
41,,,Slate,1.0,Slate,Slate,N/A,N/A,N/A+N/A
42,Slate,1.0,,,Slate,Slate,Majority-Biased,Switch-After-Win,Majority-Biased+Switch-After-Win
43,,,Slate,1.0,Slate,Slate,N/A,N/A,N/A+N/A
44,Slate,1.0,,,Slate,Slate,Majority-Biased,Switch-After-Win,Majority-Biased+Switch-After-Win
45,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
46,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
47,Slate,0.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
48,Slate,1.0,Slate,0.0,Slate,Slate,Majority-Biased,Lose-Stay,Majority-Biased+Lose-Stay
49,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
50,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
51,Slate,1.0,Slate,1.0,Slate,Slate,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
52,,,Slate,1.0,Slate,Slate,N/A,N/A,N/A+N/A
