Round,Choice,Reward,Last Choice,Last Reward,Majority Choice Prev,Cumulative Best Choices,Judgment,Pattern,Strategy
29,Crimson,1.0,Crimson,1.0,Crimson,Sky Blue,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
30,Crimson,1.0,Crimson,1.0,Sky Blue,Sky Blue,Contrarian,Win-Stay,Contrarian+Win-Stay
31,Crimson,1.0,Crimson,1.0,Crimson,Sky Blue,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
32,Crimson,1.0,Crimson,1.0,Sky Blue,Sky Blue,Contrarian,Win-Stay,Contrarian+Win-Stay
33,Crimson,0.0,Crimson,1.0,Sky Blue,Sky Blue,Contrarian,Win-Stay,Contrarian+Win-Stay
34,Crimson,1.0,Crimson,0.0,Sky Blue,Sky Blue,Contrarian,Lose-Stay,Contrarian+Lose-Stay
35,Sky Blue,1.0,Crimson,1.0,Sky Blue,Sky Blue,Majority-Biased,Switch-After-Win,Majority-Biased+Switch-After-Win
36,Orange,1.0,Sky Blue,1.0,Sky Blue,Sky Blue,Contrarian,Switch-After-Win,Contrarian+Switch-After-Win
37,Sky Blue,1.0,Orange,1.0,Sky Blue,Sky Blue,Majority-Biased,Switch-After-Win,Majority-Biased+Switch-After-Win
38,Sky Blue,1.0,Sky Blue,1.0,Sky Blue,Sky Blue,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
39,Sky Blue,1.0,Sky Blue,1.0,Sky Blue,Sky Blue,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
40,Sky Blue,1.0,Sky Blue,1.0,Sky Blue,Sky Blue,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
41,Sky Blue,1.0,Sky Blue,1.0,Sky Blue,Sky Blue,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
42,Sky Blue,0.0,Sky Blue,1.0,Sky Blue,Sky Blue,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
43,Sky Blue,1.0,Sky Blue,0.0,Sky Blue,Sky Blue,Majority-Biased,Lose-Stay,Majority-Biased+Lose-Stay
44,Crimson,1.0,Sky Blue,1.0,Sky Blue,Sky Blue,Contrarian,Switch-After-Win,Contrarian+Switch-After-Win
45,Crimson,1.0,Crimson,1.0,Sky Blue,Sky Blue,Contrarian,Win-Stay,Contrarian+Win-Stay
46,Crimson,1.0,Crimson,1.0,Crimson,Sky Blue,Majority-Biased,Win-Stay,Majority-Biased+Win-Stay
47,Crimson,1.0,Crimson,1.0,Sky Blue,Sky Blue,Contrarian,Win-Stay,Contrarian+Win-Stay
48,Orange,0.0,Crimson,1.0,Sky Blue,Sky Blue,Contrarian,Switch-After-Win,Contrarian+Switch-After-Win
49,Crimson,1.0,Orange,0.0,Sky Blue,Sky Blue,Contrarian,Lose-Shift,Contrarian+Lose-Shift
50,Crimson,0.0,Crimson,1.0,Sky Blue,Sky Blue,Contrarian,Win-Stay,Contrarian+Win-Stay
51,Crimson,1.0,Crimson,0.0,Sky Blue,Sky Blue,Contrarian,Lose-Stay,Contrarian+Lose-Stay
52,,,Crimson,1.0,Sky Blue,Sky Blue,N/A,N/A,N/A+N/A
